ID,Temperature,Light
1,27,14
1,27,14
1,31,27
1,30,27
1,30,27
1,30,27
1,30,27
1,30,27
1,30,27
1,30,28
1,30,28
1,30,28
1,30,28
1,30,28
1,30,28
1,30,28
1,30,28
1,30,28
1,30,28
1,30,27
1,30,28
1,30,27
1,30,27
1,30,27
1,30,27
1,30,28
1,30,28
1,30,28
1,30,223
1,30,243
1,30,28
1,30,28
